Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Life Sciences,School Of Physical sciences,Environmental science and policy,166,94,12,3.40 - 3.82,3.33 - 3.77,57%,13%,
Nursing,School Of Nursing,Nursing science,395,7,5,3.78 - 3.89,3.77 - 3.90,2%,71%,
Other/Interdisciplinary,Information & Computer Sci,Data science,241,88,17,3.75 - 3.98,3.75 - 3.84,37%,19%,
Other/Interdisciplinary,School Of Humanities,Global cultures,35,19,6,3.63 - 4.00,3.58 - 4.00,54%,32%,
Other/Interdisciplinary,School Of Humanities,Literary journalism,115,66,12,3.48 - 4.00,3.59 - 3.78,57%,18%,
Other/Interdisciplinary,School Of Social sciences,Cognitive sciences,139,42,10,3.60 - 3.94,3.62 - 3.87,30%,24%,
Other/Interdisciplinary,School Of Social sciences,International studies,292,158,38,3.59 - 3.91,3.59 - 3.79,54%,24%,
Other/Interdisciplinary,Social Ecology,Social ecology,64,42,16,3.39 - 3.77,3.44 - 3.63,66%,38%,
Pharmacy,School Of Pharmacy & pharm sciences,Pharmaceutical science,54,11,4,3.64 - 3.89,masked,20%,36%,
Physical Sciences/Math,School Of Physical sciences,Chemistry,320,167,54,3.55 - 3.92,3.47 - 3.84,52%,32%,
Physical Sciences/Math,School Of Physical sciences,Earth system science,61,27,5,3.45 - 3.88,3.30 - 3.90,44%,19%,
Physical Sciences/Math,School Of Physical sciences,Mathematics,529,319,59,3.63 - 3.94,3.51 - 3.83,60%,18%,
Physical Sciences/Math,School Of Physical sciences,Physics,130,56,9,3.46 - 3.95,3.41 - 3.63,43%,16%,
Public Health,School Of Public health,Public health policy,150,94,31,3.44 - 3.86,3.42 - 3.78,63%,33%,
Public Health,School Of Public health,Public health sciences,325,151,44,3.62 - 3.90,3.47 - 3.82,46%,29%,
Social Sciences,School Of Humanities,Asian american studies,30,17,4,3.50 - 3.88,masked,57%,24%,
Social Sciences,School Of Humanities,East asian cultures,66,29,4,3.65 - 4.00,masked,44%,14%,
Social Sciences,School Of Humanities,Gender and sexuality studies,53,25,4,3.61 - 3.95,masked,47%,16%,
Social Sciences,School Of Social sciences,Anthropology,244,143,14,3.59 - 3.93,3.61 - 3.84,59%,10%,
Social Sciences,School Of Social sciences,Economics,844,308,62,3.81 - 4.00,3.70 - 3.93,36%,20%,
Social Sciences,School Of Social sciences,Language science,91,55,9,3.74 - 3.96,3.70 - 3.95,60%,16%,
Social Sciences,School Of Social sciences,Political science,865,543,90,3.58 - 3.93,3.48 - 3.85,63%,17%,
Social Sciences,School Of Social sciences,Psychology,"1,999",383,125,3.67 - 3.94,3.64 - 3.91,19%,33%,
Social Sciences,School Of Social sciences,Quantitative economics,45,30,8,3.78 - 4.00,3.56 - 3.96,67%,27%,
Social Sciences,School Of Social sciences,Social policy and public service,62,30,6,3.63 - 3.94,3.42 - 3.84,48%,20%,
Social Sciences,School Of Social sciences,Sociology,898,513,120,3.62 - 3.93,3.48 - 3.85,57%,23%,
Social Sciences,Social Ecology,"Criminolgy, law & society",508,282,141,3.44 - 3.86,3.42 - 3.80,56%,50%,
Social Sciences,Social Ecology,Psychological science,474,381,182,3.48 - 3.91,3.43 - 3.83,80%,48%,
Social Sciences,Social Ecology,Urban studies,89,58,14,3.41 - 3.88,3.53 - 3.79,65%,24%,
Unknown,Not available,Invalid ccm combination,330,90,19,3.72 - 3.94,3.65 - 3.83,27%,21%,
