Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Life Sciences,College Of Humanities & social sci,Neuroscience,41,24,6,2.86 - 3.25,2.91 - 3.13,59%,25%,
Life Sciences,College Of Natural & agricultural sci,Biochemistry,412,222,45,3.12 - 3.67,3.06 - 3.58,54%,20%,
Life Sciences,College Of Natural & agricultural sci,Biology,734,347,62,3.06 - 3.58,2.93 - 3.48,47%,18%,
Life Sciences,College Of Natural & agricultural sci,"Cell, molecular, & developmental biology",128,71,9,3.07 - 3.65,3.32 - 3.60,55%,13%,
Life Sciences,College Of Natural & agricultural sci,Environmental science,91,30,6,2.99 - 3.56,2.86 - 3.05,33%,20%,
Life Sciences,College Of Natural & agricultural sci,Microbiology,78,35,7,2.97 - 3.42,3.00 - 3.38,45%,20%,
Life Sciences,College Of Natural & agricultural sci,Neuroscience,94,61,14,2.93 - 3.55,2.72 - 3.10,65%,23%,
Other/Interdisciplinary,College Of Humanities & social sci,Global studies,76,59,5,2.85 - 3.39,2.54 - 3.52,78%,8%,
Other/Interdisciplinary,College Of Humanities & social sci,Sustainability studies,25,18,6,2.80 - 3.42,2.54 - 3.53,72%,33%,
Physical Sciences/Math,College Of Natural & agricultural sci,Chemistry,157,91,15,3.01 - 3.54,2.70 - 3.26,58%,16%,
Physical Sciences/Math,College Of Natural & agricultural sci,Geology,17,9,3,2.85 - 3.11,masked,53%,33%,
Physical Sciences/Math,College Of Natural & agricultural sci,Mathematics,177,109,5,3.11 - 3.71,3.05 - 3.45,62%,5%,
Physical Sciences/Math,College Of Natural & agricultural sci,Mathematics for secondary school,22,12,4,3.08 - 3.43,masked,55%,33%,
Physical Sciences/Math,College Of Natural & agricultural sci,Physics,77,28,5,3.05 - 3.54,2.92 - 3.52,36%,18%,
Public Admin,College Of Humanities & social sci,Public policy,91,79,13,2.88 - 3.50,2.58 - 3.14,87%,16%,
Public Admin,College Of Humanities & social sci,Public service - political science,39,26,4,2.84 - 3.54,masked,67%,15%,
Social Sciences,College Of Humanities & social sci,Anthropology,157,132,25,2.80 - 3.56,2.43 - 3.03,84%,19%,
Social Sciences,College Of Humanities & social sci,Asian studies,55,51,4,2.87 - 3.43,masked,93%,8%,
Social Sciences,College Of Humanities & social sci,Chicano studies,29,23,6,2.72 - 3.28,2.55 - 3.12,79%,26%,
Social Sciences,College Of Humanities & social sci,Economics,426,378,50,2.96 - 3.60,2.59 - 3.29,89%,13%,
Social Sciences,College Of Humanities & social sci,Economics/administrative studies,27,26,8,2.96 - 3.50,2.82 - 3.13,96%,31%,
Social Sciences,College Of Humanities & social sci,Gender and sexuality studies,35,33,3,2.89 - 3.38,masked,94%,9%,
Social Sciences,College Of Humanities & social sci,Political science,291,246,36,2.84 - 3.44,2.57 - 3.10,85%,15%,
Social Sciences,College Of Humanities & social sci,Political science / international studies,88,68,8,2.79 - 3.39,2.61 - 2.97,77%,12%,
Social Sciences,College Of Humanities & social sci,Psychology,"1,044",838,193,2.95 - 3.52,2.78 - 3.35,80%,23%,
Social Sciences,College Of Humanities & social sci,Sociology,620,529,85,2.84 - 3.45,2.71 - 3.29,85%,16%,
Social Sciences,College Of Humanities & social sci,Sociology/administration studies,49,38,11,2.84 - 3.31,2.89 - 3.04,78%,29%,
