Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Letters & science,Linguistics & psychology,86,31,23,3.59 - 3.85,3.57 - 3.83,36%,74%,
Arts & Humanities,College Of Letters & science,Philosophy,381,184,115,3.57 - 3.89,3.53 - 3.89,48%,63%,
Arts & Humanities,College Of Letters & science,Pre-history,515,307,213,3.51 - 3.89,3.49 - 3.87,60%,69%,
Arts & Humanities,College Of Letters & science,Spanish,74,40,21,3.45 - 3.81,3.43 - 3.82,54%,53%,
Arts & Humanities,College Of Letters & science,Study of religion,18,9,8,3.41 - 3.49,3.37 - 3.50,50%,89%,
Arts & Humanities,School Of Music,Musicology,14,6,6,3.54 - 4.00,3.54 - 4.00,43%,100%,
Arts & Humanities,School Of The arts & architecture,Art,254,28,21,3.28 - 3.85,3.30 - 3.88,11%,75%,
Arts & Humanities,School Of The arts & architecture,Dance,48,5,5,3.23 - 3.75,3.23 - 3.75,10%,100%,
Arts & Humanities,School Of The arts & architecture,Design media arts,221,8,6,3.38 - 3.70,3.59 - 3.71,4%,75%,
Arts & Humanities,School Of The arts & architecture,Ethnomusicology,29,9,8,3.27 - 3.55,3.27 - 3.44,31%,89%,
Arts & Humanities,School Of The arts & architecture,Music,137,6,4,3.41 - 3.82,masked,4%,67%,
Arts & Humanities,School Of The arts & architecture,World arts & culture,23,10,8,3.28 - 3.82,3.33 - 3.79,43%,80%,
Arts & Humanities,"School Of Theater, film and television",Film & television,663,11,10,3.68 - 3.94,3.66 - 3.96,2%,91%,
Arts & Humanities,"School Of Theater, film and television",Theater,263,13,13,3.43 - 3.75,3.43 - 3.75,5%,100%,
Business,College Of Letters & science,Pre-business economics,"2,104",221,118,3.88 - 4.00,3.86 - 4.00,11%,53%,
Computer Science,School Of Engineering & applied sci,Computer science,"1,502",114,72,3.90 - 4.00,3.90 - 4.00,8%,63%,
Engineering,School Of Engineering & applied sci,Aerospace engineering,174,24,13,3.88 - 4.00,3.89 - 4.00,14%,54%,
Engineering,School Of Engineering & applied sci,Bioengineering,158,17,8,3.90 - 4.00,3.93 - 4.00,11%,47%,
Engineering,School Of Engineering & applied sci,Chemical engineering,205,42,15,3.87 - 3.96,3.87 - 3.96,20%,36%,
Engineering,School Of Engineering & applied sci,Civil engineering,221,40,13,3.81 - 3.94,3.85 - 3.92,18%,33%,
Engineering,School Of Engineering & applied sci,Computer engineering,122,17,6,3.89 - 4.00,3.76 - 3.97,14%,35%,
Engineering,School Of Engineering & applied sci,Computer science & engineering,331,71,29,3.90 - 4.00,3.87 - 4.00,21%,41%,
Engineering,School Of Engineering & applied sci,Electrical engineering,433,82,40,3.85 - 4.00,3.83 - 3.93,19%,49%,
Engineering,School Of Engineering & applied sci,Materials engineering,88,8,3,3.76 - 3.91,masked,9%,38%,
Engineering,School Of Engineering & applied sci,Mechanical engineering,557,47,25,3.90 - 4.00,3.89 - 3.95,8%,53%,
Life Sciences,College Of Letters & science,Biochemistry,359,116,53,3.74 - 3.93,3.68 - 3.92,32%,46%,
Life Sciences,College Of Letters & science,Biology,995,175,94,3.74 - 3.94,3.68 - 3.91,18%,54%,
Life Sciences,College Of Letters & science,Biophysics,19,6,3,3.83 - 3.95,masked,32%,50%,
Life Sciences,College Of Letters & science,"Ecology, behavior & evolution",45,7,6,3.50 - 3.71,3.49 - 3.76,16%,86%,
Life Sciences,College Of Letters & science,Environmental science,125,12,3,3.77 - 3.88,masked,10%,25%,
Life Sciences,College Of Letters & science,"Molecular, cell, & developmental biology",187,62,33,3.76 - 3.94,3.67 - 3.92,33%,53%,
Life Sciences,College Of Letters & science,Neuroscience,191,45,29,3.74 - 3.95,3.72 - 3.94,24%,64%,
Life Sciences,College Of Letters & science,Physiological science,134,32,24,3.74 - 3.92,3.72 - 3.94,24%,75%,
Life Sciences,College Of Letters & science,Pre-computational & systems biology,12,4,3,masked,masked,33%,75%,
Life Sciences,College Of Letters & science,Pre-microbiology - immunology - molecular genetics,134,35,22,3.75 - 3.92,3.65 - 3.91,26%,63%,
Nursing,School Of Nursing,Nursing - four year program,164,11,10,3.68 - 3.87,3.62 - 3.88,7%,91%,
Other/Interdisciplinary,College Of Letters & science,Communication studies,"1,018",117,89,3.93 - 4.00,3.92 - 4.00,11%,76%,
Other/Interdisciplinary,College Of Letters & science,Pre human biology and society,116,17,11,3.73 - 3.96,3.78 - 3.94,15%,65%,
Other/Interdisciplinary,College Of Letters & science,Pre-cognitive science,161,39,28,3.63 - 3.94,3.60 - 3.94,24%,72%,
Other/Interdisciplinary,College Of Letters & science,Pre-global studies,165,52,33,3.76 - 3.93,3.75 - 3.93,32%,63%,
Physical Sciences/Math,College Of Letters & science,Astrophysics,71,11,5,3.71 - 3.94,3.70 - 3.83,15%,45%,
Physical Sciences/Math,College Of Letters & science,Chemistry,302,63,33,3.73 - 3.94,3.71 - 3.93,21%,52%,
Physical Sciences/Math,College Of Letters & science,Chemistry - material science,30,14,10,3.70 - 3.91,3.63 - 3.88,47%,71%,
Physical Sciences/Math,College Of Letters & science,Geology,34,7,3,3.85 - 3.97,masked,21%,43%,
Physical Sciences/Math,College Of Letters & science,Physics,226,76,21,3.74 - 3.94,3.79 - 3.94,34%,28%,
Physical Sciences/Math,College Of Letters & science,Pre-applied mathematics,252,99,60,3.82 - 3.97,3.80 - 3.97,39%,61%,
Physical Sciences/Math,College Of Letters & science,Pre-financial actuarial mathematics,173,57,43,3.87 - 4.00,3.88 - 4.00,33%,75%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics,260,87,47,3.79 - 3.98,3.80 - 3.95,33%,54%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics for teaching,49,14,10,3.68 - 3.80,3.64 - 3.79,29%,71%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics of computation,46,21,9,3.75 - 3.96,3.80 - 3.95,46%,43%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics/applied science,27,6,4,3.68 - 3.81,masked,22%,67%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics/economics,211,67,40,3.89 - 4.00,3.87 - 3.95,32%,60%,
Physical Sciences/Math,College Of Letters & science,Pre-statistics,288,118,71,3.88 - 3.99,3.88 - 3.96,41%,60%,
Social Sciences,College Of Letters & science,African american studies,73,26,21,3.38 - 3.64,3.38 - 3.59,36%,81%,
Social Sciences,College Of Letters & science,American indian studies,10,5,3,3.38 - 3.95,masked,50%,60%,
Social Sciences,College Of Letters & science,Anthropology,513,240,151,3.55 - 3.85,3.53 - 3.86,47%,63%,
Social Sciences,College Of Letters & science,Asian american studies,40,11,7,3.39 - 3.84,3.46 - 3.84,28%,64%,
Social Sciences,College Of Letters & science,Asian humanities,142,39,20,3.61 - 3.93,3.60 - 3.79,27%,51%,
Social Sciences,College Of Letters & science,Chicana & chicano studies,89,44,33,3.31 - 3.59,3.31 - 3.59,49%,75%,
Social Sciences,College Of Letters & science,Gender studies,198,96,73,3.38 - 3.75,3.38 - 3.76,48%,76%,
Social Sciences,College Of Letters & science,Geography,71,43,28,3.41 - 3.73,3.40 - 3.67,61%,65%,
Social Sciences,College Of Letters & science,Geography/environmental studies,72,18,14,3.68 - 3.88,3.64 - 3.84,25%,78%,
Social Sciences,College Of Letters & science,Pre international development studies,125,30,23,3.82 - 3.97,3.85 - 4.00,24%,77%,
Social Sciences,College Of Letters & science,Pre-asian studies,105,33,26,3.60 - 3.87,3.56 - 3.84,31%,79%,
Social Sciences,College Of Letters & science,Pre-economics,"1,373",182,91,3.86 - 4.00,3.78 - 4.00,13%,50%,
Social Sciences,College Of Letters & science,Pre-european studies,11,5,3,3.83 - 3.94,masked,45%,60%,
Social Sciences,College Of Letters & science,Pre-latin american studies,16,9,7,3.34 - 3.72,3.31 - 3.73,56%,78%,
Social Sciences,College Of Letters & science,Pre-political science,"1,213",408,238,3.72 - 3.93,3.70 - 3.92,34%,58%,
Social Sciences,College Of Letters & science,Pre-psychobiology,152,38,31,3.71 - 3.90,3.72 - 3.86,25%,82%,
Social Sciences,College Of Letters & science,Pre-psychology,"1,757",351,284,3.78 - 4.00,3.77 - 4.00,20%,81%,
Social Sciences,College Of Letters & science,Pre-sociology,"1,387",481,306,3.69 - 3.94,3.68 - 3.92,35%,64%,
Social Sciences,College Of Letters & science,Spanish and community and culture,29,19,8,3.37 - 3.75,3.35 - 3.67,66%,42%,
Undeclared,College Of Letters & science,Undeclared - social science,10,10,10,3.00 - 3.41,3.00 - 3.41,100%,100%,
