Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Engineering,School Of Engineering,Computer engineering,162,62,18,3.35 - 3.72,3.29 - 3.65,38%,29%,
Engineering,School Of Engineering,Computer science & engineering,43,17,3,3.59 - 3.89,masked,40%,18%,
Engineering,School Of Engineering,Engineering - civil,222,61,14,3.40 - 3.82,3.25 - 3.51,27%,23%,
Engineering,School Of Engineering,Engineering - electrical,293,111,26,3.38 - 3.80,3.26 - 3.62,38%,23%,
Engineering,School Of Engineering,Engineering - mechanical,446,186,48,3.32 - 3.74,3.26 - 3.64,42%,26%,
Engineering,School Of Engineering,Environmental engineering,56,13,3,3.53 - 3.82,masked,23%,23%,
Life Sciences,School Of Biological sciences,Biological sciences,"1,573",578,184,3.36 - 3.76,3.27 - 3.62,37%,32%,
Other/Interdisciplinary,School Of Humanities,Global cultures,45,23,8,3.32 - 3.65,3.31 - 3.58,51%,35%,
Other/Interdisciplinary,School Of Humanities,Literary journalism,74,34,11,3.28 - 3.60,3.19 - 3.57,46%,32%,
Other/Interdisciplinary,School Of Social sciences,International studies,279,196,52,3.28 - 3.68,3.17 - 3.53,70%,27%,
Other/Interdisciplinary,Social Ecology,Social ecology,64,35,16,3.08 - 3.47,2.96 - 3.44,55%,46%,
Pharmacy,School Of Pharmacy,Pharmaceutical science,209,109,39,3.35 - 3.86,3.29 - 3.54,52%,36%,
Physical Sciences/Math,School Of Physical sciences,Chemistry,502,210,39,3.38 - 3.76,3.19 - 3.75,42%,19%,
Physical Sciences/Math,School Of Physical sciences,Mathematics,361,206,22,3.36 - 3.80,3.12 - 3.60,57%,11%,
Physical Sciences/Math,School Of Physical sciences,Physics,125,63,7,3.44 - 3.87,3.33 - 3.86,50%,11%,
Public Health,School Of Public health,Public health policy,91,56,30,3.26 - 3.51,3.23 - 3.46,62%,54%,
Public Health,School Of Public health,Public health sciences,143,26,14,3.43 - 3.78,3.41 - 3.58,18%,54%,
Social Sciences,School Of Humanities,Asian american studies,39,18,3,2.98 - 3.51,masked,46%,17%,
Social Sciences,School Of Humanities,Chinese studies,34,13,3,3.29 - 3.95,masked,38%,23%,
Social Sciences,School Of Humanities,East asian cultures,35,20,4,3.38 - 3.69,masked,57%,20%,
Social Sciences,School Of Social sciences,Anthropology,312,165,24,3.37 - 3.80,3.13 - 3.54,53%,15%,
Social Sciences,School Of Social sciences,Economics,605,245,24,3.44 - 3.86,3.27 - 3.64,40%,10%,
Social Sciences,School Of Social sciences,Political science,610,354,80,3.30 - 3.75,3.17 - 3.48,58%,23%,
Social Sciences,School Of Social sciences,Psychology,"1,166",600,113,3.34 - 3.79,3.19 - 3.52,51%,19%,
Social Sciences,School Of Social sciences,Quantitative economics,35,20,3,3.39 - 3.81,masked,57%,15%,
Social Sciences,School Of Social sciences,Social sciences,7,5,4,3.22 - 3.37,masked,71%,80%,
Social Sciences,School Of Social sciences,Sociology,603,297,72,3.30 - 3.72,3.14 - 3.54,49%,24%,
Social Sciences,Social Ecology,"Criminolgy, law & society",289,142,82,3.30 - 3.66,3.24 - 3.59,49%,58%,
Social Sciences,Social Ecology,Psychology & social behavior,647,425,236,3.31 - 3.71,3.25 - 3.62,66%,56%,
Social Sciences,Social Ecology,Urban studies,55,31,6,3.25 - 3.70,3.19 - 3.58,56%,19%,
Undeclared,Unaffiliated,Undeclared,30,4,4,masked,masked,13%,100%,
