Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Other/Interdisciplinary,Not applicable,Communication arts,"1,015",510,157,3.46 - 3.89,3.31 - 3.72,50%,31%,
Other/Interdisciplinary,Not applicable,Interdisciplinary computer & the arts,7,4,3,masked,masked,57%,75%,
Other/Interdisciplinary,Not applicable,International studies - economics,171,79,37,3.40 - 3.86,3.30 - 3.70,46%,47%,
Other/Interdisciplinary,Not applicable,International studies - history,14,6,3,3.56 - 3.83,masked,43%,50%,
Other/Interdisciplinary,Not applicable,International studies - political science,120,55,11,3.51 - 3.82,3.30 - 3.76,46%,20%,
Other/Interdisciplinary,Not applicable,International studies - sociology,57,22,4,3.58 - 3.83,masked,39%,18%,
Other/Interdisciplinary,Not applicable,Pre-mathematics - computer science,143,122,68,3.45 - 3.81,3.32 - 3.80,85%,56%,
Physical Sciences/Math,Not applicable,Applied mathematics,181,121,31,3.54 - 3.89,3.22 - 3.69,67%,26%,
Physical Sciences/Math,Not applicable,Chemistry,286,159,54,3.41 - 3.81,3.20 - 3.75,56%,34%,
Physical Sciences/Math,Not applicable,Chemistry - biochemistry,133,84,41,3.40 - 3.72,3.21 - 3.66,63%,49%,
Physical Sciences/Math,Not applicable,Mathematics,258,145,42,3.51 - 3.89,3.36 - 3.87,56%,29%,
Physical Sciences/Math,Not applicable,Mathematics - applied science,21,15,3,3.60 - 3.90,masked,71%,20%,
Physical Sciences/Math,Not applicable,Mathematics/economics,238,137,48,3.58 - 3.91,3.45 - 3.79,58%,35%,
Physical Sciences/Math,Not applicable,Natural sciences,53,26,12,3.31 - 3.71,3.46 - 3.70,49%,46%,
Physical Sciences/Math,Not applicable,Pharmacological chemistry,81,49,24,3.45 - 3.77,3.26 - 3.76,60%,49%,
Physical Sciences/Math,Not applicable,Physics,127,71,17,3.44 - 3.90,3.02 - 3.51,56%,24%,
Physical Sciences/Math,Not applicable,Physics (specialty in materials physics),13,8,3,2.84 - 3.70,masked,62%,38%,
Physical Sciences/Math,Not applicable,Physics with specialization in computational physics,12,7,3,3.72 - 3.88,masked,58%,43%,
Physical Sciences/Math,Not applicable,Probability and statistics,122,81,23,3.62 - 3.90,3.57 - 3.84,66%,28%,
Public Health,Not applicable,Public health,183,86,39,3.38 - 3.78,3.17 - 3.71,47%,45%,
Social Sciences,Not applicable,Anthropology,140,64,13,3.49 - 3.79,3.10 - 3.60,46%,20%,
Social Sciences,Not applicable,Anthropology(concentration in sociocultral anthropology),164,75,13,3.44 - 3.84,2.91 - 3.36,46%,17%,
Social Sciences,Not applicable,Chinese studies,76,22,3,3.43 - 3.81,masked,29%,14%,
Social Sciences,Not applicable,Economics,"2,299","1,252",456,3.57 - 3.90,3.45 - 3.82,54%,36%,
Social Sciences,Not applicable,Japanese studies,68,23,3,3.54 - 3.81,masked,34%,13%,
Social Sciences,Not applicable,Political science,434,252,44,3.45 - 3.83,3.19 - 3.53,58%,17%,
Social Sciences,Not applicable,Political science - american politics,34,19,7,3.45 - 3.87,3.13 - 3.46,56%,37%,
Social Sciences,Not applicable,Political science - international relations,187,112,31,3.43 - 3.83,3.15 - 3.52,60%,28%,
Social Sciences,Not applicable,Political science - political theory,16,6,3,3.17 - 3.61,masked,38%,50%,
Social Sciences,Not applicable,Political science - public law,98,52,13,3.47 - 3.79,3.16 - 3.56,53%,25%,
Social Sciences,Not applicable,Political science - public policy,55,28,6,3.43 - 3.77,3.10 - 3.75,51%,21%,
Social Sciences,Not applicable,Pre-human development,59,28,11,3.43 - 3.83,3.19 - 3.89,47%,39%,
Social Sciences,Not applicable,Psychology,975,460,155,3.45 - 3.85,3.29 - 3.77,47%,34%,
Social Sciences,Not applicable,Sociology,439,225,35,3.46 - 3.81,3.14 - 3.73,51%,16%,
Social Sciences,Not applicable,Sociology - culture and communications,39,20,8,3.55 - 3.78,3.64 - 3.76,51%,40%,
Social Sciences,Not applicable,Sociology - economy and society,39,14,3,3.58 - 3.86,masked,36%,21%,
Social Sciences,Not applicable,Sociology - law and society,124,59,19,3.43 - 3.74,3.32 - 3.75,48%,32%,
Social Sciences,Not applicable,Sociology - science and medicine,43,22,10,3.48 - 3.84,3.27 - 3.70,51%,45%,
Social Sciences,Not applicable,Urban studies & planning,86,35,10,3.48 - 3.86,3.19 - 3.75,41%,29%,
Undeclared,Not applicable,Undeclared,528,487,129,3.50 - 3.81,3.48 - 3.79,92%,26%,
Undeclared,Not applicable,Undeclared - social science,20,10,3,3.59 - 3.96,masked,50%,30%,
