Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Engineering,College Of Chemistry,Chemical engineering and materials science and engineering,47,15,12,3.80 - 4.00,3.81 - 3.93,32%,80%,
Engineering,College Of Chemistry,Chemical engineering and nuclear engineering,13,5,4,3.27 - 3.88,masked,38%,80%,
Engineering,College Of Engineering,Bioengineering,157,7,6,3.88 - 3.98,3.94 - 3.99,4%,86%,
Engineering,College Of Engineering,Civil engineering,246,18,13,3.74 - 3.97,3.72 - 3.87,7%,72%,
Engineering,College Of Engineering,Electrical engineering - computer science,"1,116",91,77,3.88 - 4.00,3.88 - 4.00,8%,85%,
Engineering,College Of Engineering,Engineering physics,21,4,3,masked,masked,19%,75%,
Engineering,College Of Engineering,Industrial engineering & operations research engineering,46,10,10,3.83 - 3.91,3.83 - 3.91,22%,100%,
Engineering,College Of Engineering,Mechanical engineering,585,72,59,3.79 - 4.00,3.78 - 4.00,12%,82%,
Engineering,College Of Letters & science,Operations research & management science,16,5,5,3.57 - 4.00,3.57 - 4.00,31%,100%,
Life Sciences,College Of Letters & science,Environmental economics & policy,68,16,13,3.65 - 3.90,3.65 - 3.90,24%,81%,
Life Sciences,College Of Letters & science,Integrative biology,136,20,14,3.69 - 3.92,3.56 - 3.83,15%,70%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl1 - 1,344,53,24,3.69 - 4.00,3.59 - 3.95,15%,45%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl1 - 2,53,5,4,3.68 - 3.83,masked,9%,80%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl1 - 3,74,14,8,3.79 - 3.91,3.86 - 3.98,19%,57%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl2 - 2,186,30,10,3.76 - 3.95,3.74 - 3.98,16%,33%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl2 - 3,191,28,12,3.66 - 4.00,3.66 - 4.00,15%,43%,
Life Sciences,College Of Natural resources,Conservation & resource studies,52,19,17,3.40 - 3.98,3.42 - 4.00,37%,89%,
Life Sciences,College Of Natural resources,Environmental economics & policy,41,20,19,3.42 - 3.78,3.41 - 3.79,49%,95%,
Life Sciences,College Of Natural resources,Environmental science,73,15,13,3.30 - 3.83,3.30 - 3.78,21%,87%,
Life Sciences,College Of Natural resources,Forestry & natural resources,19,5,4,3.51 - 4.00,masked,26%,80%,
Life Sciences,College Of Natural resources,Genetics & plant biology,25,7,6,3.63 - 3.78,3.68 - 3.81,28%,86%,
Life Sciences,College Of Natural resources,Microbial biology,67,18,14,3.57 - 3.88,3.55 - 3.88,27%,78%,
Life Sciences,College Of Natural resources,Molecular environmental biology,110,22,9,3.55 - 3.88,3.24 - 3.83,20%,41%,
Life Sciences,College Of Natural resources,Society and environment,46,25,20,3.57 - 3.91,3.55 - 3.89,54%,80%,
Other/Interdisciplinary,College Of Letters & science,Classical civilization,17,8,4,3.55 - 3.93,masked,47%,50%,
Other/Interdisciplinary,College Of Letters & science,Cognitive science,108,28,16,3.61 - 3.87,3.60 - 3.89,26%,57%,
Other/Interdisciplinary,College Of Letters & science,Interdisciplinary studies,45,14,10,3.70 - 4.00,3.72 - 4.00,31%,71%,
Other/Interdisciplinary,College Of Letters & science,Legal studies,88,26,19,3.57 - 3.91,3.62 - 3.91,30%,73%,
Other/Interdisciplinary,College Of Letters & science,Media studies,423,159,98,3.68 - 3.98,3.60 - 3.93,38%,62%,
Other/Interdisciplinary,College Of Letters & science,Peace & conflict studies,118,52,38,3.59 - 3.84,3.58 - 3.83,44%,73%,
Other/Interdisciplinary,College Of Natural resources,Nutritional science,152,16,13,3.63 - 3.96,3.74 - 3.94,11%,81%,
Physical Sciences/Math,College Of Chemistry,Chemical biology,168,27,13,3.73 - 3.96,3.71 - 3.97,16%,48%,
Physical Sciences/Math,College Of Chemistry,Chemistry,199,43,24,3.75 - 4.00,3.75 - 4.00,22%,56%,
Physical Sciences/Math,College Of Engineering,Materials science & engineering,46,4,4,masked,masked,9%,100%,
Physical Sciences/Math,College Of Letters & science,Applied mathematics,309,109,68,3.74 - 4.00,3.69 - 4.00,35%,62%,
Physical Sciences/Math,College Of Letters & science,Astrophysics,57,10,8,3.59 - 3.84,3.62 - 3.81,18%,80%,
Physical Sciences/Math,College Of Letters & science,Chemistry,42,9,5,3.60 - 3.95,3.60 - 3.95,21%,56%,
Physical Sciences/Math,College Of Letters & science,Earth/planetary sciences,45,5,4,3.59 - 3.72,masked,11%,80%,
Physical Sciences/Math,College Of Letters & science,Mathematics,268,58,40,3.71 - 3.91,3.70 - 3.91,22%,69%,
Physical Sciences/Math,College Of Letters & science,Physics,184,50,31,3.78 - 4.00,3.72 - 4.00,27%,62%,
Physical Sciences/Math,College Of Letters & science,Statistics,157,47,31,3.67 - 3.93,3.67 - 3.93,30%,66%,
Public Admin,College Of Letters & science,Social welfare,93,18,16,3.78 - 3.99,3.76 - 4.00,19%,89%,
Public Health,College Of Letters & science,Public health,171,13,9,3.79 - 3.92,3.80 - 3.92,8%,69%,
Social Sciences,College Of Letters & science,American studies,23,8,8,3.72 - 3.89,3.72 - 3.89,35%,100%,
Social Sciences,College Of Letters & science,Anthropology,345,78,45,3.61 - 3.91,3.60 - 3.89,23%,58%,
Social Sciences,College Of Letters & science,Asian studies area i,35,8,3,3.69 - 3.88,masked,23%,38%,
Social Sciences,College Of Letters & science,Asian studies area ii,25,5,5,3.75 - 3.79,3.75 - 3.79,20%,100%,
Social Sciences,College Of Letters & science,Development studies,100,41,24,3.72 - 3.93,3.61 - 3.90,41%,59%,
Social Sciences,College Of Letters & science,Economics,"1,276",245,178,3.81 - 4.00,3.79 - 4.00,19%,73%,
Social Sciences,College Of Letters & science,Ethnic studies,26,4,3,masked,masked,15%,75%,
Social Sciences,College Of Letters & science,Gender & women's studies,103,21,11,3.54 - 3.79,3.41 - 3.79,20%,52%,
Social Sciences,College Of Letters & science,Geography,78,10,6,3.60 - 3.90,3.54 - 3.79,13%,60%,
Social Sciences,College Of Letters & science,Latin-american studies,14,4,3,masked,masked,29%,75%,
Social Sciences,College Of Letters & science,Middle eastern studies,32,6,5,3.61 - 3.76,3.60 - 3.78,19%,83%,
Social Sciences,College Of Letters & science,Political economy,245,48,41,3.78 - 4.00,3.78 - 4.00,20%,85%,
Social Sciences,College Of Letters & science,Political science,852,197,126,3.64 - 4.00,3.59 - 4.00,23%,64%,
Social Sciences,College Of Letters & science,Psychology,"1,196",177,111,3.70 - 3.94,3.62 - 3.93,15%,63%,
Social Sciences,College Of Letters & science,Sociology,726,125,67,3.63 - 3.93,3.51 - 3.91,17%,54%,
Undeclared,College Of Letters & science,Undeclared,28,23,23,2.81 - 3.51,2.81 - 3.51,82%,100%,
