Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Other/Interdisciplinary,College Of Letters & science,Cognitive science,215,38,22,3.57 - 3.95,3.58 - 3.94,18%,58%,
Other/Interdisciplinary,College Of Letters & science,Global studies,197,76,39,3.62 - 4.00,3.48 - 4.00,39%,51%,
Other/Interdisciplinary,College Of Letters & science,Interdisciplinary studies,119,70,57,3.53 - 3.92,3.38 - 3.91,59%,81%,
Other/Interdisciplinary,College Of Letters & science,Legal studies,139,43,29,3.60 - 3.94,3.54 - 3.91,31%,67%,
Other/Interdisciplinary,College Of Letters & science,Media studies,482,209,122,3.63 - 3.94,3.57 - 3.91,43%,58%,
Other/Interdisciplinary,College Of Natural resources,Nutritional science,108,9,7,3.54 - 3.72,3.39 - 3.85,8%,78%,
Physical Sciences/Math,College Of Chemistry,Chemical biology,179,33,8,3.79 - 4.00,3.76 - 3.87,18%,24%,
Physical Sciences/Math,College Of Chemistry,Chemistry,186,47,24,3.75 - 4.00,3.56 - 4.00,25%,51%,
Physical Sciences/Math,College Of Engineering,Materials science & engineering,32,9,7,3.64 - 3.87,3.71 - 3.94,28%,78%,
Physical Sciences/Math,College Of Letters & science,Applied mathematics,360,183,131,3.75 - 3.98,3.75 - 3.98,51%,72%,
Physical Sciences/Math,College Of Letters & science,Astrophysics,53,34,23,3.39 - 3.80,3.29 - 3.80,64%,68%,
Physical Sciences/Math,College Of Letters & science,Chemistry,14,8,6,3.64 - 3.87,3.60 - 3.86,57%,75%,
Physical Sciences/Math,College Of Letters & science,Geology,25,12,5,3.39 - 3.87,3.34 - 3.61,48%,42%,
Physical Sciences/Math,College Of Letters & science,Mathematics,250,124,76,3.66 - 3.95,3.61 - 3.92,50%,61%,
Physical Sciences/Math,College Of Letters & science,Physics,143,51,39,3.46 - 3.87,3.45 - 3.83,36%,76%,
Physical Sciences/Math,College Of Letters & science,Statistics,150,76,52,3.83 - 4.00,3.79 - 4.00,51%,68%,
Public Admin,College Of Letters & science,Social welfare,113,43,33,3.50 - 3.91,3.40 - 3.91,38%,77%,
Public Health,College Of Letters & science,Public health,274,57,25,3.69 - 3.92,3.71 - 3.92,21%,44%,
Social Sciences,College Of Environmental design,Urban studies,42,11,7,3.52 - 3.95,3.47 - 3.91,26%,64%,
Social Sciences,College Of Letters & science,African-american studies,33,10,7,3.07 - 3.76,2.95 - 3.77,30%,70%,
Social Sciences,College Of Letters & science,American studies,23,17,14,3.29 - 3.83,3.17 - 3.64,74%,82%,
Social Sciences,College Of Letters & science,Anthropology,295,129,59,3.62 - 3.95,3.47 - 3.95,44%,46%,
Social Sciences,College Of Letters & science,Asian american and asian diaspora studies,16,5,3,3.91 - 4.00,masked,31%,60%,
Social Sciences,College Of Letters & science,Chicano studies,32,13,4,3.57 - 3.92,masked,41%,31%,
Social Sciences,College Of Letters & science,Economics,"1,262",173,141,3.77 - 4.00,3.77 - 4.00,14%,82%,
Social Sciences,College Of Letters & science,Ethnic studies,37,15,8,3.62 - 3.94,3.51 - 3.89,41%,53%,
Social Sciences,College Of Letters & science,Gender & women's studies,67,21,7,3.56 - 3.96,3.49 - 3.95,31%,33%,
Social Sciences,College Of Letters & science,Political economy,92,39,27,3.61 - 4.00,3.52 - 3.92,42%,69%,
Social Sciences,College Of Letters & science,Political science,"1,084",228,115,3.70 - 4.00,3.53 - 3.94,21%,50%,
Social Sciences,College Of Letters & science,Psychology,"1,556",72,50,3.72 - 4.00,3.70 - 4.00,5%,69%,
Social Sciences,College Of Letters & science,Sociology,977,186,93,3.73 - 4.00,3.66 - 3.95,19%,50%,
