Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Public Health,School Of Public health,Public health sciences,312,128,64,3.45 - 3.75,3.43 - 3.71,41%,50%,
Social Sciences,School Of Humanities,African-american studies,31,12,3,3.29 - 3.51,masked,39%,25%,
Social Sciences,School Of Humanities,Chinese studies,57,35,8,3.44 - 3.84,3.31 - 3.67,61%,23%,
Social Sciences,School Of Humanities,East asian cultures,141,70,23,3.51 - 3.87,3.44 - 3.72,50%,33%,
Social Sciences,School Of Humanities,Gender and sexuality studies,58,42,6,3.39 - 3.85,3.28 - 3.47,72%,14%,
Social Sciences,School Of Social sciences,Anthropology,318,144,16,3.58 - 3.86,3.57 - 3.87,45%,11%,
Social Sciences,School Of Social sciences,Economics,954,386,85,3.68 - 3.92,3.63 - 3.86,40%,22%,
Social Sciences,School Of Social sciences,Political science,945,506,66,3.58 - 3.91,3.48 - 3.75,54%,13%,
Social Sciences,School Of Social sciences,Psychology,"2,043",895,214,3.57 - 3.89,3.53 - 3.77,44%,24%,
Social Sciences,School Of Social sciences,Quantitative economics,66,28,4,3.72 - 3.97,masked,42%,14%,
Social Sciences,School Of Social sciences,Sociology,"1,072",546,95,3.55 - 3.87,3.48 - 3.71,51%,17%,
Social Sciences,Social Ecology,"Criminolgy, law & society",475,275,164,3.31 - 3.77,3.28 - 3.71,58%,60%,
Social Sciences,Social Ecology,Psychological science,569,477,282,3.41 - 3.84,3.39 - 3.77,84%,59%,
Social Sciences,Social Ecology,Urban studies,125,85,24,3.28 - 3.80,3.15 - 3.42,68%,28%,
Unknown,Not available,Invalid ccm combination,194,85,25,3.70 - 3.96,3.62 - 3.88,44%,29%,
