Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Other/Interdisciplinary,College Of Letters & science,Pre-global studies,147,51,21,3.67 - 3.86,3.67 - 3.87,35%,41%,
Physical Sciences/Math,College Of Letters & science,Astrophysics,49,10,3,3.62 - 3.79,masked,20%,30%,
Physical Sciences/Math,College Of Letters & science,Chemistry,297,85,37,3.63 - 3.93,3.55 - 3.87,29%,44%,
Physical Sciences/Math,College Of Letters & science,Chemistry - material science,32,7,5,3.53 - 3.91,3.55 - 3.92,22%,71%,
Physical Sciences/Math,College Of Letters & science,Geology,45,10,6,3.62 - 3.87,3.76 - 3.91,22%,60%,
Physical Sciences/Math,College Of Letters & science,Geophysics,19,13,6,3.45 - 3.68,3.43 - 3.58,68%,46%,
Physical Sciences/Math,College Of Letters & science,Physics,197,72,22,3.72 - 3.92,3.67 - 3.94,37%,31%,
Physical Sciences/Math,College Of Letters & science,Pre-applied mathematics,187,84,40,3.63 - 3.90,3.61 - 3.88,45%,48%,
Physical Sciences/Math,College Of Letters & science,Pre-financial actuarial mathematics,195,81,55,3.82 - 3.94,3.81 - 3.94,42%,68%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics,251,97,48,3.64 - 3.87,3.53 - 3.86,39%,49%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics of computation,36,14,5,3.78 - 4.00,3.75 - 3.82,39%,36%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics/applied science,34,10,6,3.68 - 3.97,3.77 - 3.97,29%,60%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics/economics,181,79,44,3.74 - 3.96,3.68 - 3.91,44%,56%,
Physical Sciences/Math,College Of Letters & science,Pre-statistics,192,84,46,3.78 - 3.95,3.73 - 3.95,44%,55%,
Social Sciences,College Of Letters & science,African american studies,48,27,18,3.03 - 3.48,2.98 - 3.39,56%,67%,
Social Sciences,College Of Letters & science,American indian studies,11,5,5,3.25 - 3.63,3.25 - 3.63,45%,100%,
Social Sciences,College Of Letters & science,Anthropology,464,234,157,3.41 - 3.81,3.38 - 3.75,50%,67%,
Social Sciences,College Of Letters & science,Asian american studies,78,24,15,3.33 - 3.74,3.25 - 3.71,31%,63%,
Social Sciences,College Of Letters & science,Asian humanities,17,11,7,3.50 - 3.81,3.42 - 3.71,65%,64%,
Social Sciences,College Of Letters & science,Chicana & chicano studies,74,35,23,3.24 - 3.46,3.31 - 3.47,47%,66%,
Social Sciences,College Of Letters & science,Gender studies,180,116,74,3.33 - 3.74,3.25 - 3.71,64%,64%,
Social Sciences,College Of Letters & science,Geography,78,48,30,3.33 - 3.81,3.26 - 3.66,62%,63%,
Social Sciences,College Of Letters & science,Geography/environmental studies,71,26,13,3.51 - 3.83,3.51 - 3.83,37%,50%,
Social Sciences,College Of Letters & science,Middle eastern studies,35,7,4,3.70 - 3.95,masked,20%,57%,
Social Sciences,College Of Letters & science,Pre international development studies,184,52,24,3.63 - 3.95,3.63 - 3.80,28%,46%,
Social Sciences,College Of Letters & science,Pre-asian studies,121,66,41,3.51 - 3.79,3.53 - 3.79,55%,62%,
Social Sciences,College Of Letters & science,Pre-economics,"1,368",209,112,3.82 - 4.00,3.80 - 4.00,15%,54%,
Social Sciences,College Of Letters & science,Pre-european studies,12,6,3,3.45 - 3.68,masked,50%,50%,
Social Sciences,College Of Letters & science,Pre-latin american studies,23,11,7,3.23 - 3.55,3.23 - 3.49,48%,64%,
Social Sciences,College Of Letters & science,Pre-political science,"1,046",408,206,3.62 - 3.91,3.59 - 3.88,39%,50%,
Social Sciences,College Of Letters & science,Pre-psychobiology,123,35,30,3.60 - 3.88,3.60 - 3.86,28%,86%,
Social Sciences,College Of Letters & science,Pre-psychology,"1,836",392,287,3.71 - 3.95,3.70 - 3.95,21%,73%,
Social Sciences,College Of Letters & science,Pre-sociology,"1,154",436,271,3.60 - 3.87,3.57 - 3.86,38%,62%,
Social Sciences,College Of Letters & science,Spanish and community and culture,18,9,6,3.24 - 3.53,3.22 - 3.44,50%,67%,
Undeclared,College Of Letters & science,Undeclared - social science,7,7,7,3.00 - 3.32,3.00 - 3.32,100%,100%,
