Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Physical Sciences/Math,College Of Natural & agricultural sci,Mathematics,221,127,27,3.10 - 3.62,2.86 - 3.35,57%,21%,
Physical Sciences/Math,College Of Natural & agricultural sci,Physics,84,27,4,2.96 - 3.60,masked,32%,15%,
Public Admin,College Of Humanities & social sci,Public policy,78,50,12,2.96 - 3.41,2.83 - 3.33,64%,24%,
Public Admin,College Of Humanities & social sci,Public service - political science,26,23,6,2.90 - 3.51,2.55 - 3.18,88%,26%,
Social Sciences,College Of Humanities & social sci,Anthropology,181,143,37,2.90 - 3.51,2.75 - 3.25,79%,26%,
Social Sciences,College Of Humanities & social sci,Economics,455,369,63,3.02 - 3.54,2.73 - 3.10,81%,17%,
Social Sciences,College Of Humanities & social sci,Economics/administrative studies,51,39,14,2.93 - 3.43,2.77 - 3.14,76%,36%,
Social Sciences,College Of Humanities & social sci,Ethnic studies,9,8,5,2.86 - 3.36,2.73 - 2.91,89%,63%,
Social Sciences,College Of Humanities & social sci,Latin-american studies,9,8,3,2.77 - 3.28,masked,89%,38%,
Social Sciences,College Of Humanities & social sci,Political science,245,188,33,2.91 - 3.53,2.71 - 3.29,77%,18%,
Social Sciences,College Of Humanities & social sci,Political science / international studies,96,69,14,2.83 - 3.47,2.75 - 3.06,72%,20%,
Social Sciences,College Of Humanities & social sci,Psychology,922,673,166,3.00 - 3.54,2.80 - 3.25,73%,25%,
Social Sciences,College Of Humanities & social sci,Sociology,473,365,90,2.91 - 3.44,2.65 - 3.08,77%,25%,
Social Sciences,College Of Humanities & social sci,Sociology/administration studies,46,33,4,3.06 - 3.44,masked,72%,12%,
Social Sciences,College Of Humanities & social sci,Women's studies,32,19,3,2.67 - 3.44,masked,59%,16%,
