Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Letters & science,Philosophy,331,161,84,3.63 - 3.93,3.62 - 3.92,49%,52%,
Arts & Humanities,College Of Letters & science,Pre-history,427,226,143,3.75 - 3.95,3.75 - 3.94,53%,63%,
Arts & Humanities,College Of Letters & science,Spanish,58,25,14,3.50 - 3.88,3.48 - 3.81,43%,56%,
Arts & Humanities,School Of The arts & architecture,Art,271,23,13,3.30 - 3.84,3.35 - 3.82,8%,57%,
Arts & Humanities,School Of The arts & architecture,Dance,48,10,7,3.76 - 3.91,3.76 - 3.86,21%,70%,
Arts & Humanities,School Of The arts & architecture,Design media arts,323,15,15,3.53 - 3.96,3.53 - 3.96,5%,100%,
Arts & Humanities,School Of The arts & architecture,World arts & culture,52,12,9,3.61 - 3.93,3.55 - 3.81,23%,75%,
Arts & Humanities,"School Of Theater, film and television",Film & television,748,18,16,3.42 - 3.92,3.41 - 3.91,2%,89%,
Arts & Humanities,"School Of Theater, film and television",Theater,251,12,9,3.72 - 4.00,3.43 - 4.00,5%,75%,
Business,College Of Letters & science,Labor studies,30,11,9,3.52 - 3.86,3.37 - 3.86,37%,82%,
Business,College Of Letters & science,Pre-business economics,"2,723",283,177,3.87 - 4.00,3.83 - 4.00,10%,63%,
Computer Science,School Of Engineering & applied sci,Computer science,"1,710",63,41,3.94 - 4.00,3.90 - 4.00,4%,65%,
Education,College Of Letters & science,Pre-education and social transformation,177,74,49,3.60 - 3.91,3.63 - 3.93,42%,66%,
Engineering,School Of Engineering & applied sci,Aerospace engineering,188,29,18,3.77 - 3.98,3.81 - 3.97,15%,62%,
Engineering,School Of Engineering & applied sci,Bioengineering,126,24,11,3.77 - 3.92,3.70 - 3.93,19%,46%,
Engineering,School Of Engineering & applied sci,Chemical engineering,116,29,14,3.68 - 3.97,3.73 - 4.00,25%,48%,
Engineering,School Of Engineering & applied sci,Civil engineering,202,49,16,3.85 - 4.00,3.84 - 4.00,24%,33%,
Engineering,School Of Engineering & applied sci,Computer engineering,172,8,3,3.91 - 4.00,masked,5%,38%,
Engineering,School Of Engineering & applied sci,Computer science & engineering,281,22,9,3.94 - 4.00,3.87 - 4.00,8%,41%,
Engineering,School Of Engineering & applied sci,Electrical engineering,307,91,54,3.83 - 4.00,3.81 - 3.98,30%,59%,
Engineering,School Of Engineering & applied sci,Materials engineering,43,9,3,3.82 - 4.00,masked,21%,33%,
Engineering,School Of Engineering & applied sci,Mechanical engineering,526,81,34,3.85 - 4.00,3.84 - 4.00,15%,42%,
Life Sciences,College Of Letters & science,Biochemistry,288,103,62,3.75 - 4.00,3.73 - 3.99,36%,60%,
Life Sciences,College Of Letters & science,Biology,"1,249",231,143,3.80 - 4.00,3.77 - 3.96,18%,62%,
Life Sciences,College Of Letters & science,"Ecology, behavior & evolution",60,8,3,3.55 - 3.73,masked,13%,38%,
Life Sciences,College Of Letters & science,Environmental science,137,41,24,3.43 - 3.72,3.39 - 3.65,30%,59%,
Life Sciences,College Of Letters & science,Microbiology - immunology - molecular genetics,134,45,21,3.75 - 3.93,3.75 - 3.89,34%,47%,
Life Sciences,College Of Letters & science,"Molecular, cell, & developmental biology",161,62,37,3.76 - 3.93,3.71 - 3.91,39%,60%,
Life Sciences,College Of Letters & science,Neuroscience,175,51,36,3.74 - 3.94,3.73 - 3.93,29%,71%,
Life Sciences,College Of Letters & science,Physiological science,151,37,26,3.73 - 3.92,3.71 - 3.88,25%,70%,
Life Sciences,College Of Letters & science,Pre-computational & systems biology,18,9,7,3.49 - 3.86,3.46 - 3.60,50%,78%,
Nursing,School Of Nursing,Nursing - four year program,406,22,20,3.80 - 3.95,3.79 - 3.93,5%,91%,
Other/Interdisciplinary,College Of Letters & science,Applied linguistics,36,23,14,3.66 - 3.91,3.59 - 3.92,64%,61%,
Other/Interdisciplinary,College Of Letters & science,Communication,"1,088",122,89,3.95 - 4.00,3.95 - 4.00,11%,73%,
Other/Interdisciplinary,College Of Letters & science,Geography/environmental studies,63,35,19,3.43 - 3.88,3.37 - 3.76,56%,54%,
Other/Interdisciplinary,College Of Letters & science,Pre human biology and society,179,40,31,3.76 - 3.94,3.76 - 3.95,22%,78%,
Other/Interdisciplinary,College Of Letters & science,Pre-cognitive science,228,113,63,3.67 - 3.92,3.67 - 3.93,50%,56%,
Other/Interdisciplinary,College Of Letters & science,Pre-global studies,203,60,43,3.85 - 4.00,3.81 - 4.00,30%,72%,
Physical Sciences/Math,College Of Letters & science,Astrophysics,67,21,7,3.44 - 4.00,3.68 - 4.00,31%,33%,
Physical Sciences/Math,College Of Letters & science,Chemistry,206,72,38,3.60 - 3.91,3.58 - 3.91,35%,53%,
Physical Sciences/Math,College Of Letters & science,Earth and environmental science,59,17,10,3.59 - 3.91,3.66 - 3.91,29%,59%,
Physical Sciences/Math,College Of Letters & science,Physics,147,50,20,3.77 - 3.97,3.81 - 3.98,34%,40%,
Physical Sciences/Math,College Of Letters & science,Pre-applied mathematics,225,83,40,3.79 - 3.96,3.73 - 3.95,37%,48%,
Physical Sciences/Math,College Of Letters & science,Pre-data theory,288,99,54,3.86 - 4.00,3.85 - 3.97,34%,55%,
Physical Sciences/Math,College Of Letters & science,Pre-financial actuarial mathematics,91,35,20,3.79 - 4.00,3.76 - 4.00,38%,57%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics,199,87,40,3.80 - 4.00,3.77 - 4.00,44%,46%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics for teaching,38,11,4,3.69 - 3.93,masked,29%,36%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics of computation,96,53,21,3.83 - 3.98,3.88 - 3.96,55%,40%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics/applied science,27,7,5,3.52 - 3.80,3.51 - 3.65,26%,71%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics/economics,96,43,24,3.86 - 4.00,3.85 - 3.99,45%,56%,
Physical Sciences/Math,College Of Letters & science,Pre-statistics,200,85,40,3.90 - 4.00,3.87 - 4.00,43%,47%,
Public Admin,College Of Letters & science,Pre-public affairs,103,31,28,3.72 - 4.00,3.68 - 4.00,30%,90%,
Social Sciences,College Of Letters & science,African american studies,52,24,16,3.42 - 3.69,3.40 - 3.67,46%,67%,
Social Sciences,College Of Letters & science,American indian studies,14,8,5,3.56 - 3.85,3.53 - 3.80,57%,63%,
Social Sciences,College Of Letters & science,Anthropology,394,222,132,3.62 - 3.94,3.61 - 3.92,56%,59%,
Social Sciences,College Of Letters & science,Asian american studies,41,12,7,3.60 - 3.89,3.63 - 3.89,29%,58%,
Social Sciences,College Of Letters & science,Asian humanities,41,15,9,3.72 - 3.94,3.64 - 3.95,37%,60%,
Social Sciences,College Of Letters & science,Chicana & chicano studies,56,25,13,3.34 - 3.79,3.19 - 3.85,45%,52%,
Social Sciences,College Of Letters & science,Gender studies,124,67,42,3.55 - 3.92,3.51 - 3.90,54%,63%,
Social Sciences,College Of Letters & science,Geography,61,40,20,3.54 - 3.92,3.63 - 3.87,66%,50%,
Social Sciences,College Of Letters & science,Pre international development studies,106,30,19,3.52 - 3.89,3.57 - 3.88,28%,63%,
Social Sciences,College Of Letters & science,Pre-asian studies,71,18,5,3.70 - 3.99,3.63 - 4.00,25%,28%,
Social Sciences,College Of Letters & science,Pre-economics,"1,232",230,138,3.89 - 4.00,3.87 - 4.00,19%,60%,
Social Sciences,College Of Letters & science,Pre-latin american studies,10,5,3,3.73 - 3.93,masked,50%,60%,
Social Sciences,College Of Letters & science,Pre-political science,"1,316",532,356,3.78 - 4.00,3.79 - 4.00,40%,67%,
Social Sciences,College Of Letters & science,Pre-psychobiology,213,39,28,3.74 - 3.96,3.64 - 3.95,18%,72%,
Social Sciences,College Of Letters & science,Pre-psychology,"2,273",510,394,3.78 - 4.00,3.78 - 4.00,22%,77%,
Social Sciences,College Of Letters & science,Pre-sociology,"1,340",539,337,3.78 - 4.00,3.77 - 4.00,40%,63%,
Social Sciences,College Of Letters & science,Spanish and community and culture,18,8,6,3.57 - 3.98,3.57 - 3.95,44%,75%,
Unknown,Not available,Invalid ccm combination,213,29,25,3.46 - 3.94,3.60 - 3.94,14%,86%,
