Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Physical Sciences/Math,School Of Physical sciences,Chemistry,567,300,63,3.35 - 3.78,3.28 - 3.63,53%,21%,
Physical Sciences/Math,School Of Physical sciences,Earth system science,52,13,3,3.21 - 3.85,masked,25%,23%,
Physical Sciences/Math,School Of Physical sciences,Mathematics,634,418,58,3.33 - 3.82,3.20 - 3.64,66%,14%,
Physical Sciences/Math,School Of Physical sciences,Physics,180,86,6,3.34 - 3.78,3.32 - 3.62,48%,7%,
Public Health,School Of Public health,Public health policy,156,116,55,3.23 - 3.67,3.12 - 3.59,74%,47%,
Public Health,School Of Public health,Public health sciences,270,102,36,3.35 - 3.79,3.29 - 3.73,38%,35%,
Social Sciences,School Of Humanities,Asian american studies,79,44,10,3.21 - 3.62,3.11 - 3.33,56%,23%,
Social Sciences,School Of Humanities,Chinese studies,59,38,7,3.42 - 3.76,3.29 - 3.53,64%,18%,
Social Sciences,School Of Humanities,East asian cultures,60,35,6,3.27 - 3.70,3.19 - 3.40,58%,17%,
Social Sciences,School Of Humanities,European studies,20,12,4,3.22 - 3.70,masked,60%,33%,
Social Sciences,School Of Humanities,Gender and sexuality studies,66,39,5,3.40 - 3.72,2.90 - 3.75,59%,13%,
Social Sciences,School Of Social sciences,Anthropology,262,175,30,3.24 - 3.72,2.93 - 3.33,67%,17%,
Social Sciences,School Of Social sciences,Economics,920,431,47,3.53 - 3.86,3.44 - 3.73,47%,11%,
Social Sciences,School Of Social sciences,Political science,669,462,80,3.26 - 3.75,3.01 - 3.45,69%,17%,
Social Sciences,School Of Social sciences,Psychology,"1,345",834,147,3.33 - 3.77,3.20 - 3.57,62%,18%,
Social Sciences,School Of Social sciences,Quantitative economics,48,30,4,3.55 - 3.88,masked,63%,13%,
Social Sciences,School Of Social sciences,Social policy and public service,84,63,15,3.24 - 3.81,3.13 - 3.39,75%,24%,
Social Sciences,School Of Social sciences,Sociology,781,535,118,3.19 - 3.70,3.01 - 3.35,69%,22%,
Social Sciences,Social Ecology,"Criminolgy, law & society",318,176,84,3.27 - 3.70,3.24 - 3.69,55%,48%,
Social Sciences,Social Ecology,Psychology & social behavior,651,502,280,3.27 - 3.68,3.24 - 3.63,77%,56%,
Social Sciences,Social Ecology,Urban studies,56,39,14,3.31 - 3.75,3.13 - 3.50,70%,36%,
